,cnpj,faturamento,funcionarios,total_protesto,valor_protesto
646,88.305.719/0001-81,de 10.000.000 até 30.000.000,de 100 até 500,63,"5.229.977,69"
647,01.333.984/0001-95,de 300.000.000 até 500.000.000,de 50 até 100,0,-
648,85.121.820/0001-94,de 30.000.000 até 100.000.000,de 100 até 500,3,"95.991,16"
649,94.854.908/0001-06,de 100.000.000 até 300.000.000,acima de 500,0,-
650,86.967.163/0001-63,de 30.000.000 até 100.000.000,de 100 até 500,9,"8.534.827,17"
651,92.726.785/0001-00,de 30.000.000 até 100.000.000,de 100 até 500,8,"5.633.790,92"
652,76.614.254/0001-61,de 30.000.000 até 100.000.000,de 100 até 500,156,"1.040.295,56"
653,00.637.771/0001-94,de 1.500.000 até 4.800.000,de 10 até 50,23,"404.897,06"
654,88.614.078/0001-47,de 30.000.000 até 100.000.000,de 100 até 500,131,"8.631.928,57"
655,83.188.110/0001-56,de 100.000.000 até 300.000.000,de 100 até 500,1,"168,38"
656,83.017.350/0001-98,de 100.000.000 até 300.000.000,de 100 até 500,0,-
657,02.064.150/0001-94,de 100.000.000 até 300.000.000,de 100 até 500,0,-
658,73.367.575/0001-10,de 30.000.000 até 100.000.000,de 100 até 500,0,-
659,88.332.580/0001-65,de 4.800.000 até 10.000.000,de 50 até 100,605,"73.039.887,31"
660,92.639.954/0001-67,de 30.000.000 até 100.000.000,de 100 até 500,230,"18.188.080,72"
661,03.839.843/0001-74,de 4.800.000 até 10.000.000,de 50 até 100,?,
662,06.102.739/0001-90,de 4.800.000 até 10.000.000,de 50 até 100,0,-
663,05.856.589/0001-48,de 81.000 até 360.000,de 10 até 50,0,-
664,84.683.408/0001-03,de 500.000.000 até 1.000.000.000,de 100 até 500,0,-
665,89.432.702/0001-58,de 100.000.000 até 300.000.000,de 100 até 500,152,"32.580.761,89"
666,01.374.729/0001-90,de 10.000.000 até 30.000.000,de 100 até 500,0,-
667,80.319.064/0001-99,de 10.000.000 até 30.000.000,de 100 até 500,1,"81.769,52"
668,94.576.196/0001-00,de 360.000 até 1.500.000,de 10 até 50,106,"749.828,85"
669,76.489.533/0001-40,de 10.000.000 até 30.000.000,de 100 até 500,0,-
670,02.555.908/0001-97,de 10.000.000 até 30.000.000,de 50 até 100,14,"3.206.984,12"
671,81.114.803/0001-79,de 30.000.000 até 100.000.000,de 100 até 500,0,-
672,10.981.598/0001-09,de 10.000.000 até 30.000.000,de 50 até 100,0,"5.292,34"
673,75.126.979/0001-48,de 30.000.000 até 100.000.000,de 100 até 500,155,"2.016.506,30"
674,20.308.036/0001-44,de 30.000.000 até 100.000.000,de 50 até 100,94,"4.701.447,74"
675,90.148.016/0001-39,de 10.000.000 até 30.000.000,de 50 até 100,52,"5.507.902,26"
676,80.700.024/0001-92,de 1.500.000 até 4.800.000,de 100 até 500,0,-
677,09.134.437/0001-92,de 30.000.000 até 100.000.000,de 100 até 500,0,-
678,04.992.664/0001-35,de 30.000.000 até 100.000.000,de 100 até 500,0,-
679,83.240.028/0001-23,de 30.000.000 até 100.000.000,de 50 até 100,0,-
680,01.212.068/0001-05,de 1.500.000 até 4.800.000,de 10 até 50,0,-
681,89.568.224/0001-08,de 4.800.000 até 10.000.000,de 100 até 500,0,-
682,02.414.127/0001-82,de 10.000.000 até 30.000.000,de 50 até 100,817,"17.811.820,58"
683,84.683.887/0001-50,de 100.000.000 até 300.000.000,acima de 500,0,-
684,74.020.041/0001-86,de 10.000.000 até 30.000.000,de 50 até 100,424,"843.614,99"
685,04.845.059/0001-31,de 30.000.000 até 100.000.000,de 100 até 500,0,-
686,07.752.236/0001-23,de 100.000.000 até 300.000.000,de 50 até 100,0,-
687,76.360.874/0001-11,de 10.000.000 até 30.000.000,de 100 até 500,0,-
688,95.767.943/0001-50,de 10.000.000 até 30.000.000,de 50 até 100,0,-
689,01.631.857/0001-72,de 1.500.000 até 4.800.000,de 10 até 50,0,-
690,01.892.664/0001-75,de 1.500.000 até 4.800.000,de 50 até 100,0,-
691,02.093.733/0001-43,,,,
692,83.310.441/0001-17,acima de 1.000.000.000,de 100 até 500,2,"19.653,00"
693,76.657.030/0001-37,de 30.000.000 até 100.000.000,de 100 até 500,22,"7.615,99"
694,79.653.119/0001-13,de 100.000.000 até 300.000.000,de 100 até 500,0,-
695,00.588.446/0001-89,de 1.500.000 até 4.800.000,de 10 até 50,0,-
696,05.864.267/0001-40,de 1.500.000 até 4.800.000,de 10 até 50,48,"219.696,47"
697,92.195.692/0001-99,,,,
698,10.800.802/0001-30,de 1.500.000 até 4.800.000,de 50 até 100,0,-
699,02.116.027/0001-70,,,,
700,79.683.496/0001-03,de 10.000.000 até 30.000.000,de 100 até 500,0,-
701,91.772.301/0001-99,de 1.500.000 até 4.800.000,de 100 até 500,0,-
702,08.719.162/0001-96,de 4.800.000 até 10.000.000,de 50 até 100,437,"4.506.428,43"
703,83.109.504/0001-71,de 100.000.000 até 300.000.000,de 100 até 500,0,-
704,04.683.673/0001-44,de 1.500.000 até 4.800.000,de 10 até 50,0,-
705,09.405.243/0001-84,de 1.500.000 até 4.800.000,de 10 até 50,19,"157.284,20"
706,09.216.620/0001-37,de 100.000.000 até 300.000.000,de 100 até 500,0,-
707,07.106.525/0001-55,de 10.000.000 até 30.000.000,acima de 500,2,"49.664,61"
708,01.490.997/0001-78,de 360.000 até 1.500.000,de 10 até 50,0,-
709,94.316.999/0001-26,de 10.000.000 até 30.000.000,de 100 até 500,0,-
710,00.502.654/0001-13,de 4.800.000 até 10.000.000,de 50 até 100,0,-
711,86.967.270/0001-91,,,,
712,88.270.343/0001-17,,,,
713,08.651.140/0001-31,de 10.000.000 até 30.000.000,de 100 até 500,63,"8.625.700,78"
714,00.477.761/0001-39,de 30.000.000 até 100.000.000,de 100 até 500,0,-
715,76.840.537/0001-21,de 30.000.000 até 100.000.000,de 100 até 500,0,-
716,82.183.716/0001-36,de 30.000.000 até 100.000.000,de 100 até 500,0,-
717,75.797.118/0001-91,de 10.000.000 até 30.000.000,de 100 até 500,0,-
718,89.615.116/0001-49,de 10.000.000 até 30.000.000,de 10 até 50,0,-
719,87.366.746/0001-00,de 100.000.000 até 300.000.000,de 100 até 500,0,-
720,80.696.560/0001-61,de 360.000 até 1.500.000,de 10 até 50,0,-
721,03.091.310/0001-57,,,,
722,88.644.091/0001-49,de 10.000.000 até 30.000.000,de 10 até 50,576,"7.995.664,70"
723,90.547.274/0001-98,,,,
724,96.551.445/0001-39,de 10.000.000 até 30.000.000,de 100 até 500,1,"597.201,30"
725,90.712.449/0001-75,,,,
726,04.626.360/0001-54,de 30.000.000 até 100.000.000,acima de 500,544,"3.049.215,83"
727,00.844.239/0001-48,de 30.000.000 até 100.000.000,de 100 até 500,198,"108.882.987,82"
728,86.046.463/0001-00,de 100.000.000 até 300.000.000,de 100 até 500,0,-
729,05.042.570/0001-68,de 1.500.000 até 4.800.000,de 10 até 50,0,-
730,75.883.975/0001-04,de 10.000.000 até 30.000.000,de 50 até 100,28,"17.233.160,08"
731,05.258.300/0001-99,de 10.000.000 até 30.000.000,de 50 até 100,131,"5.240.674,86"
0,01.314.776/0001-49,de 1.500.000 até 4.800.000,de 10 até 50,36,"9.196.456,58"
1,00.061.315/0001-49,de 100.000.000 até 300.000.000,de 50 até 100,2,"64.680,62"
2,00.863.529/0001-39,de 10.000.000 até 30.000.000,de 50 até 100,0,-
3,83.109.579/0001-52,de 10.000.000 até 30.000.000,de 100 até 500,21,"28.991.636,43"
4,88.371.075/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,0,-
5,86.837.366/0001-35,de 30.000.000 até 100.000.000,de 100 até 500,0,-
6,10.955.794/0001-09,de 1.500.000 até 4.800.000,de 50 até 100,161,"2.631.535,36"
7,91.956.755/0001-10,de 1.500.000 até 4.800.000,de 10 até 50,0,-
8,73.282.196/0001-28,de 0 até 81.000,de 10 até 50,153,"10.800.919,07"
9,00.826.619/0001-50,de 30.000.000 até 100.000.000,de 100 até 500,27,"9.281.259,35"
10,03.532.453/0001-57,de 10.000.000 até 30.000.000,de 50 até 100,25,"45.919.981,45"
11,82.134.073/0001-30,de 30.000.000 até 100.000.000,de 100 até 500,9,"753.291,01"
12,73.305.815/0001-52,de 1.500.000 até 4.800.000,de 10 até 50,0,-
13,92.804.541/0001-90,de 30.000.000 até 100.000.000,de 50 até 100,121,"13.053.580,67"
14,86.365.350/0001-77,de 30.000.000 até 100.000.000,de 100 até 500,122,"2.186.664,80"
15,05.145.957/0001-40,de 10.000.000 até 30.000.000,de 100 até 500,4,"3.286.590,86"
16,87.843.660/0001-12,de 30.000.000 até 100.000.000,de 100 até 500,79,"22.542.914,50"
17,08.895.701/0001-48,de 1.500.000 até 4.800.000,de 10 até 50,0,-
18,95.816.963/0001-74,de 10.000.000 até 30.000.000,acima de 500,33,"39.698.117,61"
19,03.591.919/0001-95,de 0 até 81.000,de 10 até 50,27,"248.716,66"
20,13.785.854/0001-72,de 30.000.000 até 100.000.000,de 100 até 500,596,"6.561.916,73"
21,03.726.402/0001-66,de 10.000.000 até 30.000.000,de 50 até 100,0,-
22,03.838.986/0001-61,de 4.800.000 até 10.000.000,de 50 até 100,0,-
23,04.376.684/0001-81,de 30.000.000 até 100.000.000,de 100 até 500,0,-
24,78.627.148/0001-48,de 1.500.000 até 4.800.000,de 10 até 50,0,-
25,84.907.781/0001-92,de 360.000 até 1.500.000,de 10 até 50,0,-
26,76.380.914/0001-97,de 4.800.000 até 10.000.000,de 100 até 500,0,-
27,90.336.215/0001-70,de 30.000.000 até 100.000.000,de 50 até 100,293,"7.404.624,93"
28,05.378.317/0001-80,de 100.000.000 até 300.000.000,de 100 até 500,0,-
29,02.225.085/0001-31,de 100.000.000 até 300.000.000,de 100 até 500,0,-
30,00.933.691/0001-86,de 30.000.000 até 100.000.000,de 100 até 500,1,"80,00"
31,76.642.891/0001-41,de 100.000.000 até 300.000.000,de 100 até 500,505,"12.278.221,69"
32,76.827.344/0001-30,de 300.000.000 até 500.000.000,de 100 até 500,0,-
33,04.094.369/0001-61,de 1.500.000 até 4.800.000,de 10 até 50,0,-
34,04.663.931/0001-20,de 1.500.000 até 4.800.000,de 10 até 50,136,"2.495.466,02"
35,08.601.546/0001-00,de 1.500.000 até 4.800.000,acima de 500,238,"2.936.418,08"
36,73.379.356/0001-51,de 1.500.000 até 4.800.000,de 10 até 50,29,"224.556,79"
37,94.305.091/0001-17,de 10.000.000 até 30.000.000,de 50 até 100,0,-
38,75.370.437/0001-16,de 30.000.000 até 100.000.000,de 100 até 500,0,-
39,07.598.373/0001-55,de 10.000.000 até 30.000.000,de 50 até 100,0,-
40,10.013.491/0001-69,de 10.000.000 até 30.000.000,de 50 até 100,3,"232.120,94"
41,84.229.889/0001-73,de 100.000.000 até 300.000.000,de 100 até 500,0,-
42,83.602.896/0001-06,de 30.000.000 até 100.000.000,acima de 500,0,-
43,82.982.307/0001-08,de 30.000.000 até 100.000.000,de 100 até 500,0,-
44,02.897.594/0001-00,de 4.800.000 até 10.000.000,de 100 até 500,0,-
45,83.182.485/0001-09,de 10.000.000 até 30.000.000,de 100 até 500,0,-
46,08.080.487/0001-71,de 100.000.000 até 300.000.000,de 100 até 500,0,-
47,00.325.400/0001-77,de 30.000.000 até 100.000.000,de 100 até 500,133,"20.336.992,23"
48,14.750.098/0001-09,de 81.000 até 360.000,de 10 até 50,192,"347.365,10"
49,86.530.318/0001-08,de 100.000.000 até 300.000.000,de 100 até 500,69,"383.878,14"
50,14.615.031/0001-61,de 1.500.000 até 4.800.000,de 10 até 50,?,-
51,83.445.288/0001-35,de 30.000.000 até 100.000.000,de 100 até 500,0,-
52,80.446.990/0001-25,de 100.000.000 até 300.000.000,de 100 até 500,0,-
53,02.811.281/0001-98,de 0 até 81.000,de 10 até 50,0,-
54,03.634.530/0001-80,de 100.000.000 até 300.000.000,de 100 até 500,0,-
55,11.267.022/0001-39,de 81.000 até 360.000,de 10 até 50,253,"1.312.011,88"
56,00.350.387/0001-06,de 100.000.000 até 300.000.000,de 5 até 10,7,"20.643.925,03"
57,13.056.177/0003-13,de 100.000.000 até 300.000.000,de 100 até 500,26,"4.258.787,83"
58,02.936.443/0001-14,de 4.800.000 até 10.000.000,de 50 até 100,0,-
59,78.216.298/0001-69,de 10.000.000 até 30.000.000,de 100 até 500,0,-
60,02.585.301/0001-50,de 30.000.000 até 100.000.000,de 100 até 500,0,-
61,05.810.004/0001-59,de 10.000.000 até 30.000.000,de 100 até 500,0,-
62,87.518.510/0001-33,de 4.800.000 até 10.000.000,de 100 até 500,2,"26.885,57"
63,01.763.720/0001-71,de 300.000.000 até 500.000.000,de 100 até 500,0,-
64,82.641.325/0001-18,de 500.000.000 até 1.000.000.000,de 100 até 500,13,"53.270,76"
65,82.956.889/0001-40,de 100.000.000 até 300.000.000,acima de 500,391,"139.116.992,62"
66,85.215.051/0001-93,de 4.800.000 até 10.000.000,de 50 até 100,0,-
67,82.981.721/0001-94,de 100.000.000 até 300.000.000,de 100 até 500,0,-
68,11.169.963/0001-30,de 4.800.000 até 10.000.000,de 50 até 100,0,-
69,82.641.986/0001-43,de 100.000.000 até 300.000.000,acima de 500,0,-
