,txt_file,result
766,SERASA-R362382.txt,1
767,SERASA-R450799.txt,0
768,SERASA-R4179418.txt,1
769,SERASA-R4362912.txt,1
770,SERASA-R311316.txt,1
771,SERASA-R540374.txt,0
772,SERASA-R859533.txt,0
773,SERASA-R2942310.txt,1
774,SERASA-R1022505.txt,1
775,SERASA-R8394011.txt,1
776,SERASA-R648387.txt,1
777,SERASA-R3479112.txt,0
778,SERASA-R573322.txt,1
779,SERASA-R1045013.txt,1
780,SERASA-R237006.txt,0
781,SERASA-R1929223.txt,1
782,SERASA-R284854.txt,1
783,SERASA-R1752461.txt,0
784,SERASA-R1095364.txt,0
785,SERASA-R88594.txt,1
786,SERASA-R13965613.txt,1
787,SERASA-R6957362.txt,1
788,SERASA-R12273471.txt,1
789,SERASA-R2114042.txt,0
790,SERASA-R1309445.txt,0
791,SERASA-R569595.txt,0
792,SERASA-R1641154.txt,1
793,SERASA-R781982.txt,1
794,SERASA-R1211796.txt,0
795,SERASA-R2010733.txt,0
796,SERASA-R12261131.txt,1
797,SERASA-R1794913.txt,1
798,SERASA-R1059037.txt,0
799,SERASA-R12221431.txt,0
800,SERASA-R94255.txt,0
0,SERASA-R12365115.txt,1
1,SERASA-R12323984.txt,1
2,SERASA-R7138425.txt,1
3,SERASA-R12370634.txt,1
4,SERASA-R1084436.txt,1
5,SERASA-R12347654.txt,1
6,SERASA-R1539343.txt,1
7,SERASA-R13145555.txt,1
8,SERASA-R12384665.txt,1
9,SERASA-R12168947.txt,1
10,SERASA-R12278995.txt,1
11,SERASA-R2942315.txt,1
12,SERASA-R12347521.txt,1
13,SERASA-R12343044.txt,1
14,SERASA-R12209715.txt,1
15,SERASA-R12362065.txt,1
16,SERASA-R12305344.txt,1
17,SERASA-R2093654.txt,1
18,SERASA-R1295817.txt,1
19,SERASA-R1769506.txt,1
20,SERASA-R12242436.txt,1
21,SERASA-R22345010.txt,1
22,SERASA-R12331525.txt,1
23,SERASA-R12328365.txt,1
24,SERASA-R12278433.txt,1
25,SERASA-R2297153.txt,1
26,SERASA-R12380272.txt,1
